table_row_number	source_sheet_row_numbers	raw_key_set	chain_selector_set	chain_symbol_path	mumuy_primary_term_candidates	mumuy_term_set	our_official_or_fallback_male	our_daily_folk_1st_candidate_male	our_daily_folk_others_male	our_is_exact_match_male	our_official_or_fallback_female	our_daily_folk_1st_candidate_female	our_daily_folk_others_female	our_is_exact_match_female	notes	our_candidate_display	our_judgment
357	401	s,w,xs,h	s,w,xs,h	S.SP.OS.SP	姻侄婿	姻侄婿	自己→兒子→配偶→妻側姪婿	兒子眷姪婿		True	自己→兒子→配偶→妻側姪婿	兒子眷姪婿		True		兒子眷姪婿	已收編：兒子眷姪婿
358	392	s,w,xb	s,w,xb	S.SP.YB	姻侄	姻侄 | 世侄	子女的配偶的兄弟姐妹	姻姪 | 世姪		True	子女的配偶的兄弟姐妹	姻姪 | 世姪		True		姻姪	一致
359	398	s,w,xb,d	s,w,xb,d	S.SP.YB.D	姻侄孙女	姻侄孙女	自己→男→配偶→其親屬	男眷孫女		True	自己→男→配偶→其親屬	男眷孫女		True		男眷孫女	已收編：男眷孫女
360	396	s,w,xb,s	s,w,xb,s	S.SP.YB.S	姻侄孙	姻侄孙	自己→男→配偶→其親屬	男眷孫男		True	自己→男→配偶→其親屬	男眷孫男		True		男眷孫男	已收編：男眷孫男
361	394	s,w,xb,w	s,w,xb,w	S.SP.YB.SP	姻侄媳	姻侄媳	自己→兒子→配偶→妻側姪婦	兒子眷姪婦		True	自己→兒子→配偶→妻側姪婦	兒子眷姪婦		True		兒子眷姪婦	已收編：兒子眷姪婦
362	400	s,w,xs	s,w,xs	S.SP.YS	姻侄女	姻侄女	子女的配偶的兄弟姐妹	姻姪女		True	子女的配偶的兄弟姐妹	姻姪女		True		姻姪女	一致
363	406	s,w,xs,d	s,w,xs,d	S.SP.YS.D	姻侄外孙女	姻侄外孙女	自己→男→配偶→其親屬	男眷外孫女		True	自己→男→配偶→其親屬	男眷外孫女		True		男眷外孫女	已收編：男眷外孫女
364	404	s,w,xs,s	s,w,xs,s	S.SP.YS.S	姻侄外孙	姻侄外孙	自己→男→配偶→其親屬	男眷外孫男		True	自己→男→配偶→其親屬	男眷外孫男		True		男眷外孫男	已收編：男眷外孫男
365	402	s,w,xs,h	s,w,xs,h	S.SP.YS.SP	姻侄婿	姻侄婿	自己→兒子→配偶→妻側姪婿	兒子眷姪婿		True	自己→兒子→配偶→妻側姪婿	兒子眷姪婿		True		兒子眷姪婿	已收編：兒子眷姪婿
366	281 | 328	h | w	h | w	SP	老公 | 老婆	老公 | 丈夫 | 先生 | 夫 | 男人 | 新郎 | 爱爷 | 夫亲 | 夫君 | 官人 | 汉子 | 老头子 | 郎君 | 相公 | 夫婿 | 良人 | 老公仔 | 爱人 | 老伴 | 那口子 | 配偶 | 伴侣 | 伉俪 | 卿卿 | 老婆 | 妻子 | 媳妇 | 媳妇儿 | 媳妇子 | 太太 | 妻 | 女人 | 新娘 | 爱姥 | 妻亲 | 娘子 | 新娘子 | 夫人 | 婆娘 | 老太婆 | 内人 | 内子 | 内助 | 贤内助 | 爱妻 | 发妻 | 婆姨 | 婆子 | 老婆子 | 老婆儿 | 老婆仔 | 堂客	配偶	配偶 | 愛人|老伴|那口子|卿卿|老婆|太太|老太婆|老婆子|媳婦|媳婦兒|老婆兒|媳婦子|婆姨|婆娘|堂客|妻|娘子|夫人|內人|內子|內助|賢內助|愛妻|髮妻		True	配偶	配偶 | 愛人|老伴|那口子|卿卿|老公|先生|老頭子|漢子|夫|夫君|官人|郎君|相公|夫婿|良人		True		配偶	一致
367	263 | 326	h,f | w,f	h,f | w,f	SP.F	公公 | 岳父	公公 | 公父 | 家公 | 家爷 | 大官 | 老公公 | 老人公 | 大人公 | 公公爸 | 公爹 | 翁亲 | 君舅 | 老公爹 | 家官 | 老官 | 婆父 | 婆爹 | 岳父 | 丈人 | 老丈人 | 外父 | 泰山 | 外舅 | 老亲爷 | 丈人爹 | 老干爷 | 丈人公 | 丈母爷 | 丈爷 | 丈爷爹 | 丈父 | 岳老子 | 老丈杆子 | 岳丈 | 岳翁 | 妻公 | 妇翁 | 冰翁	自己→第1代祖輩(母係男)→配偶→第1代祖輩(男)	岳父 | 丈人|老丈人|老公公|公爹|老親爺|丈人爹|老丈杆子|家公|大官|老人公|大人公|家官|丈人公|岳老子|外父|君舅|泰山|外舅|丈父|岳丈|岳翁|妻公|婦翁|冰翁		True	自己→第1代祖輩(父係男)→配偶→第1代祖輩(男)	公公 | 老爺		True		男：岳父；女：公公	一致
368	259 | 310	h,f,f | w,f,f	h,f,f | w,f,f	SP.F.F	祖公父 | 祖岳父	祖公父 | 祖公 | 祖公公 | 祖翁 | 奶公父 | 祖岳父 | 太岳父 | 奶岳父 | 祖丈人 | 爷丈人 | 奶爷丈人 | 奶丈爷 | 奶丈人 | 老丈爷	自己→配偶→第2代祖輩(父系男)	岳祖父 | 祖公公|祖岳父|太岳父		True	自己→配偶→第2代祖輩(父系男)	祖父 | 爺爺|爺|阿公|祖公|阿爺|依爺|嗲嗲|亞爺|亞公|大父|祖翁		True		男：岳祖父；女：祖父	可接受簡寫：男：岳祖父；女：祖父
369	243 | 302	h,f,f,f | w,f,f,f	h,f,f,f | w,f,f,f	SP.F.F.F	曾祖公父 | 曾祖岳父	曾祖公父 | 曾祖公 | 太公翁 | 曾祖岳父 | 曾祖丈人 | 太爷丈人 | 祖爷丈人	自己→配偶→第3代祖輩(父系男)	岳曾祖父		True	自己→配偶→第3代祖輩(父系男)	曾祖父 | 太爺爺|太爺|老太爺|曾爺爺|太公|佬嗲|公太|曾祖|太翁		True		男：岳曾祖父；女：曾祖父	可接受簡寫：男：岳曾祖父；女：曾祖父
370	251	h,f,f,f,ob	h,f,f,f,ob	SP.F.F.F.OB	伯曾祖公父	伯曾祖公父 | 伯曾祖公 | 太伯翁	自己→配偶→第3代祖輩(父系入線)→兄弟姐妹(男)	岳伯曾祖父		True	自己→配偶→第3代祖輩(父系入線)→兄弟姐妹(男)	伯曾祖父 | 太公		True		男：岳伯曾祖父；女：伯曾祖父	可接受簡寫：男：岳伯曾祖父；女：伯曾祖父
371	252	h,f,f,f,ob,w	h,f,f,f,ob,w	SP.F.F.F.OB.SP	伯曾祖婆母	伯曾祖婆母 | 伯曾祖婆 | 太姆婆	自己→配偶→第3代祖輩(父系入線)→兄弟姐妹(女)→配偶	岳伯曾祖母		True	自己→配偶→第3代祖輩(父系入線)→兄弟姐妹(女)→配偶	伯曾祖母 | 太婆		True		男：岳伯曾祖母；女：伯曾祖母	可接受簡寫：男：岳伯曾祖母；女：伯曾祖母
372	255	h,f,f,f,xs	h,f,f,f,xs	SP.F.F.F.OS	姑曾祖婆母	姑曾祖婆母 | 姑曾祖婆	自己→配偶→第3代祖輩(父系入線)→兄弟姐妹(女)	岳姑曾祖母		True	自己→配偶→第3代祖輩(父系入線)→兄弟姐妹(女)	姑曾祖母 | 太婆		True		男：岳姑曾祖母；女：姑曾祖母	可接受簡寫：男：岳姑曾祖母；女：姑曾祖母
373	257	h,f,f,f,xs,h	h,f,f,f,xs,h	SP.F.F.F.OS.SP	姑曾祖公父	姑曾祖公父 | 姑曾祖婆	自己→配偶→第3代祖輩(父系入線)→兄弟姐妹(男)→配偶	岳姑曾祖父		True	自己→配偶→第3代祖輩(父系入線)→兄弟姐妹(男)→配偶	姑曾祖父		True		男：岳姑曾祖父；女：姑曾祖父	可接受簡寫：男：岳姑曾祖父；女：姑曾祖父
374	253	h,f,f,f,lb	h,f,f,f,lb	SP.F.F.F.YB	叔曾祖公父	叔曾祖公父 | 叔曾祖公 | 太叔翁	自己→配偶→第3代祖輩(父系入線)→兄弟姐妹(男)	岳叔曾祖父		True	自己→配偶→第3代祖輩(父系入線)→兄弟姐妹(男)	叔曾祖父 | 太公		True		男：岳叔曾祖父；女：叔曾祖父	可接受簡寫：男：岳叔曾祖父；女：叔曾祖父
375	254	h,f,f,f,lb,w	h,f,f,f,lb,w	SP.F.F.F.YB.SP	叔曾祖婆母	叔曾祖婆母 | 叔曾祖婆 | 太婶婆	自己→配偶→第3代祖輩(父系入線)→兄弟姐妹(女)→配偶	岳叔曾祖母		True	自己→配偶→第3代祖輩(父系入線)→兄弟姐妹(女)→配偶	叔曾祖母 | 太婆		True		男：岳叔曾祖母；女：叔曾祖母	可接受簡寫：男：岳叔曾祖母；女：叔曾祖母
376	256	h,f,f,f,xs	h,f,f,f,xs	SP.F.F.F.YS	姑曾祖婆母	姑曾祖婆母 | 姑曾祖婆	自己→配偶→第3代祖輩(父系入線)→兄弟姐妹(女)	岳姑曾祖母		True	自己→配偶→第3代祖輩(父系入線)→兄弟姐妹(女)	姑曾祖母 | 太婆		True		男：岳姑曾祖母；女：姑曾祖母	可接受簡寫：男：岳姑曾祖母；女：姑曾祖母
377	258	h,f,f,f,xs,h	h,f,f,f,xs,h	SP.F.F.F.YS.SP	姑曾祖公父	姑曾祖公父 | 姑曾祖婆	自己→配偶→第3代祖輩(父系入線)→兄弟姐妹(男)→配偶	岳姑曾祖父		True	自己→配偶→第3代祖輩(父系入線)→兄弟姐妹(男)→配偶	姑曾祖父		True		男：岳姑曾祖父；女：姑曾祖父	可接受簡寫：男：岳姑曾祖父；女：姑曾祖父
378	244 | 303	h,f,f,m | w,f,f,m	h,f,f,m | w,f,f,m	SP.F.F.M	曾祖婆母 | 曾祖岳母	曾祖婆母 | 曾祖婆 | 太奶亲 | 曾祖岳母 | 曾祖丈母 | 曾祖丈母娘 | 祖奶丈母娘 | 太奶丈母娘	自己→配偶→第3代祖輩(父系女)	岳曾祖母		True	自己→配偶→第3代祖輩(父系女)	曾祖母 | 太奶奶|太奶|老太奶|曾奶奶|太婆|太嬤|太姆|老娭毑|婆太		True		男：岳曾祖母；女：曾祖母	可接受簡寫：男：岳曾祖母；女：曾祖母
379	316 | 320	w,f,f,xb,s&o | w,f,f,xb,s&l	w,f,f,xb,s	SP.F.F.OB.S	姻伯丈 | 姻叔丈	姻伯丈 | 姻叔丈	自己→配偶→第2代祖輩(父系)分支→第1代長輩	岳堂伯		True	自己→配偶→第2代祖輩(父系)分支→第1代長輩	堂伯 | 從父		True		男：岳堂伯；女：堂伯	已收編：男：岳堂伯；女：堂伯
380	318 | 322	w,f,f,xb,s&o,w | w,f,f,xb,s&l,w	w,f,f,xb,s,w	SP.F.F.OB.S.SP	姻姆 | 姻婶	姻姆 | 姻婶	自己→配偶→第2代祖輩(父系)分支→第1代長輩→配偶	岳堂伯母		True	自己→配偶→第2代祖輩(父系)分支→第1代長輩→配偶	堂伯母		True		男：岳堂伯母；女：堂伯母	已收編：男：岳堂伯母；女：堂伯母
381	317 | 321	w,f,f,xb,s&o | w,f,f,xb,s&l	w,f,f,xb,s	SP.F.F.YB.S	姻伯丈 | 姻叔丈	姻伯丈 | 姻叔丈	自己→配偶→第2代祖輩(父系)分支→第1代長輩	岳堂叔		True	自己→配偶→第2代祖輩(父系)分支→第1代長輩	堂叔 | 從父		True		男：岳堂叔；女：堂叔	已收編：男：岳堂叔；女：堂叔
382	319 | 323	w,f,f,xb,s&o,w | w,f,f,xb,s&l,w	w,f,f,xb,s,w	SP.F.F.YB.S.SP	姻姆 | 姻婶	姻姆 | 姻婶	自己→配偶→第2代祖輩(父系)分支→第1代長輩→配偶	岳堂嬸		True	自己→配偶→第2代祖輩(父系)分支→第1代長輩→配偶	堂嬸		True		男：岳堂嬸；女：堂嬸	已收編：男：岳堂嬸；女：堂嬸
383	260 | 311	h,f,m | w,f,m	h,f,m | w,f,m	SP.F.M	祖婆母 | 祖岳母	祖婆母 | 祖婆 | 祖婆婆 | 奶婆母 | 祖岳母 | 太岳母 | 奶岳母 | 祖丈母 | 祖丈母娘 | 奶丈母娘 | 奶丈姥 | 奶丈母 | 老丈姥	自己→配偶→第2代祖輩(父系女)	岳祖母 | 祖丈母|祖丈母娘|祖婆婆|祖岳母|太岳母		True	自己→配偶→第2代祖輩(父系女)	祖母 | 奶奶|奶|阿嬤|祖嫲|祖婆|依奶|阿奶|阿婆|親婆|娭毑|亞嬤|亞婆|嫲嫲|大母		True		男：岳祖母；女：祖母	可接受簡寫：男：岳祖母；女：祖母
384	245 | 304	h,f,m,f | w,f,m,f	h,f,m,f | w,f,m,f	SP.F.M.F	曾外祖公父 | 曾外祖岳父	曾外祖公父 | 曾外祖公 | 曾外祖岳父 | 曾外祖丈人 | 祖姥爷丈人 | 太姥爷丈	自己→配偶→第3代祖輩(父系男)	岳曾外祖父		True	自己→配偶→第3代祖輩(父系男)	曾外祖父 | 太外爺|太外爺爺|太外公|曾外祖		True		男：岳曾外祖父；女：曾外祖父	可接受簡寫：男：岳曾外祖父；女：曾外祖父
385	246 | 305	h,f,m,m | w,f,m,m	h,f,m,m | w,f,m,m	SP.F.M.M	曾外祖婆母 | 曾外祖岳母	曾外祖婆母 | 曾外祖婆 | 曾外祖岳母 | 曾外祖丈母 | 曾外祖丈母娘 | 祖姥丈母娘 | 太姥丈母娘	自己→配偶→第3代祖輩(父系女)	岳曾外祖母		True	自己→配偶→第3代祖輩(父系女)	曾外祖母 | 太外奶|太外奶奶|太外婆		True		男：岳曾外祖母；女：曾外祖母	可接受簡寫：男：岳曾外祖母；女：曾外祖母
386	265 | 312	h,f,ob | w,f,ob	h,f,ob | w,f,ob	SP.F.OB	伯公父 | 伯岳父	伯公父 | 伯公 | 伯翁 | 伯公公 | 伯祖 | 婆婆伯 | 伯岳父	配偶的旁係長輩	伯岳父 | 伯公|伯公公		True	配偶的旁係長輩	伯岳父 | 伯公|伯公公		True		伯岳父	一致
387	266 | 313	h,f,ob,w | w,f,ob,w	h,f,ob,w | w,f,ob,w	SP.F.OB.SP	伯婆母 | 伯岳母	伯婆母 | 伯婆 | 姆婆 | 伯婆婆 | 伯姆 | 婆婆伯姆 | 伯岳母	配偶的旁係長輩	伯岳母 | 伯婆		True	配偶的旁係長輩	伯岳母 | 伯婆		True		伯岳母	一致
388	269	h,f,xs	h,f,xs	SP.F.OS	姑婆母	姑婆母 | 姑婆 | 姑婆婆 | 婆婆姑	配偶的旁係長輩	姑岳母 | 姑婆		True	配偶的旁係長輩	姑岳母 | 姑婆		True		姑岳母（候選命中：姑婆）	可接受簡寫：姑岳母（候選命中：姑婆）
389	271	h,f,xs,h	h,f,xs,h	SP.F.OS.SP	姑公父	姑公父 | 姑公 | 姑公公 | 婆婆姑夫	配偶的旁係長輩	姑岳父 | 姑公		True	配偶的旁係長輩	姑岳父 | 姑公		True		姑岳父（候選命中：姑公）	可接受簡寫：姑岳父（候選命中：姑公）
390	267 | 314	h,f,lb | w,f,lb	h,f,lb | w,f,lb	SP.F.YB	叔公父 | 叔岳父	叔公父 | 叔公 | 叔翁 | 叔公公 | 叔祖 | 婆婆叔 | 叔岳父	配偶的旁係長輩	叔岳父 | 叔公|叔公公		True	配偶的旁係長輩	叔岳父 | 叔公|叔公公		True		叔岳父	一致
391	268 | 315	h,f,lb,w | w,f,lb,w	h,f,lb,w | w,f,lb,w	SP.F.YB.SP	叔婆母 | 叔岳母	叔婆母 | 叔婆 | 婶婆 | 婶婆婆 | 婶亲 | 婆婆婶子 | 叔岳母	配偶的旁係長輩	叔岳母 | 叔婆		True	配偶的旁係長輩	叔岳母 | 叔婆		True		叔岳母	一致
392	270	h,f,xs	h,f,xs	SP.F.YS	姑婆母	姑婆母 | 姑婆 | 姑婆婆 | 婆婆姑	配偶的旁係長輩	姑岳母 | 姑婆		True	配偶的旁係長輩	姑岳母 | 姑婆		True		姑岳母（候選命中：姑婆）	可接受簡寫：姑岳母（候選命中：姑婆）
393	272	h,f,xs,h	h,f,xs,h	SP.F.YS.SP	姑公父	姑公父 | 姑公 | 姑公公 | 婆婆姑夫	配偶的旁係長輩	姑岳父 | 姑公		True	配偶的旁係長輩	姑岳父 | 姑公		True		姑岳父（候選命中：姑公）	可接受簡寫：姑岳父（候選命中：姑公）
394	264 | 327	h,m | w,m	h,m | w,m	SP.M	婆婆 | 岳母	婆婆 | 婆母 | 家婆 | 家娘 | 大家 | 老婆婆 | 老人婆 | 大人婆 | 婆婆妈 | 婆妈 | 姑亲 | 君姑 | 婆母娘 | 婆子妈 | 阿姑 | 岳母 | 丈母 | 老丈母 | 外母 | 泰水 | 外姑 | 老亲娘 | 丈人娘 | 老干娘 | 丈人婆 | 丈母娘 | 丈姥 | 丈姥娘 | 丈姆 | 岳母娘 | 丈母婆 | 丈姆婆 | 丈姆娘	自己→第1代祖輩(母係女)→配偶→第1代祖輩(女)	岳母 | 丈母|丈母娘|婆母|老婆婆|老丈母|老親娘|家婆|家娘|老人婆|大人婆|阿姑|婆母娘|岳母娘|丈母婆|丈人娘|丈人婆|丈姆|丈姆婆|丈姆娘|外母|大家|君姑|泰水|外姑		True	自己→第1代祖輩(父係女)→配偶→第1代祖輩(女)	婆婆 | 奶奶		True		男：岳母；女：婆婆	一致
395	261 | 324	h,m,f | w,m,f	h,m,f | w,m,f	SP.M.F	外祖公父 | 外祖岳父	外祖公父 | 毑公父 | 外祖公 | 外祖公公 | 姥公父 | 姥公 | 外祖岳父 | 毑岳父 | 外祖丈人爹 | 外祖丈人 | 外太岳父 | 姥岳父 | 姥丈爷 | 姥丈人 | 姥丈人爹 | 老丈爷 | 姥爷丈人	自己→配偶→第2代祖輩(母系男)	岳外祖父 | 姥丈人|外祖公		True	自己→配偶→第2代祖輩(母系男)	外祖父 | 姥爺|姥公|舅家爺|姥爹|外公|外爺|尕公|嘎公|嘎爹|嘎嘎爹|嘎爺爺|毑父|毑公|毑爹|毑爺|外大父		True		男：岳外祖父；女：外祖父	可接受簡寫：男：岳外祖父；女：外祖父
396	247 | 306	h,m,f,f | w,m,f,f	h,m,f,f | w,m,f,f	SP.M.F.F	外曾祖公父 | 外曾祖岳父	外曾祖公父 | 外曾祖公 | 外曾祖岳父 | 外曾祖丈人 | 祖奶爷丈人 | 太奶爷丈人 | 祖姥爷丈人 | 太姥爷丈人	自己→配偶→第3代祖輩(母系男)	岳外曾祖父		True	自己→配偶→第3代祖輩(母系男)	外曾祖父 | 外太爺爺|外太爺|外太公|外曾祖		True		男：岳外曾祖父；女：外曾祖父	可接受簡寫：男：岳外曾祖父；女：外曾祖父
397	248 | 307	h,m,f,m | w,m,f,m	h,m,f,m | w,m,f,m	SP.M.F.M	外曾祖婆母 | 外曾祖岳母	外曾祖婆母 | 外曾祖婆 | 外曾祖岳母 | 外曾祖丈母 | 太奶丈母娘 | 祖姥丈母娘 | 太姥丈母娘	自己→配偶→第3代祖輩(母系女)	岳外曾祖母		True	自己→配偶→第3代祖輩(母系女)	外曾祖母 | 外太奶奶|外太奶|外太婆		True		男：岳外曾祖母；女：外曾祖母	可接受簡寫：男：岳外曾祖母；女：外曾祖母
398	262 | 325	h,m,m | w,m,m	h,m,m | w,m,m	SP.M.M	外祖婆母 | 外祖岳母	外祖婆母 | 毑婆母 | 外祖婆 | 外祖婆婆 | 姥婆母 | 姥婆 | 外祖岳母 | 毑岳母 | 外祖丈母娘 | 外祖丈母 | 外太岳母 | 姥岳母 | 姥丈姥 | 姥丈母 | 姥丈母娘 | 老丈娘	自己→配偶→第2代祖輩(母系女)	岳外祖母 | 姥丈母|外祖婆		True	自己→配偶→第2代祖輩(母系女)	外祖母 | 姥姥|外奶|姥婆|舅家婆|姥娘|姥|外婆|外嬤|尕婆|嘎嘎|嘎婆|嘎嘎婆|嘎奶奶|阿婆|好婆|毑母|毑婆|毑娘|毑毑|嫲嫲|外大母		True		男：岳外祖母；女：外祖母	可接受簡寫：男：岳外祖母；女：外祖母
399	249 | 308	h,m,m,f | w,m,m,f	h,m,m,f | w,m,m,f	SP.M.M.F	外曾外祖公父 | 外曾外祖岳父	外曾外祖公父 | 外曾外祖公 | 外曾外祖岳父 | 外曾外祖丈人 | 祖姥爷丈人 | 太姥爷丈人	自己→配偶→第3代祖輩(母系男)	岳外曾外祖父		True	自己→配偶→第3代祖輩(母系男)	外曾外祖父 | 外太姥爺|曾毑父|外曾外祖		True		男：岳外曾外祖父；女：外曾外祖父	可接受簡寫：男：岳外曾外祖父；女：外曾外祖父
400	250 | 309	h,m,m,m | w,m,m,m	h,m,m,m | w,m,m,m	SP.M.M.M	外曾外祖婆母 | 外曾外祖岳母	外曾外祖婆母 | 外曾外祖婆 | 外曾外祖岳母 | 外曾外祖丈母 | 外曾外祖丈母娘 | 祖姥丈母娘 | 太姥丈母娘	自己→配偶→第3代祖輩(母系女)	岳外曾外祖母		True	自己→配偶→第3代祖輩(母系女)	外曾外祖母 | 外太姥姥|曾毑母		True		男：岳外曾外祖母；女：外曾外祖母	可接受簡寫：男：岳外曾外祖母；女：外曾外祖母
401	273	h,m,xb	h,m,xb	SP.M.OB	舅公父	舅公父 | 舅公 | 舅公公	配偶的旁係長輩	舅岳父 | 舅公		True	配偶的旁係長輩	舅岳父 | 舅公		True		舅岳父（候選命中：舅公）	可接受簡寫：舅岳父（候選命中：舅公）
402	275	h,m,xb,w	h,m,xb,w	SP.M.OB.SP	舅婆母	舅婆母 | 舅婆 | 妗婆婆 | 舅婆婆	配偶的旁係長輩	舅岳母 | 舅婆		True	配偶的旁係長輩	舅岳母 | 舅婆		True		舅岳母（候選命中：舅婆）	可接受簡寫：舅岳母（候選命中：舅婆）
403	277	h,m,xs	h,m,xs	SP.M.OS	姨婆母	姨婆母 | 姨婆 | 姨婆婆	配偶的旁係長輩	姨岳母 | 姨婆		True	配偶的旁係長輩	姨岳母 | 姨婆		True		姨岳母（候選命中：姨婆）	可接受簡寫：姨岳母（候選命中：姨婆）
404	279	h,m,xs,h	h,m,xs,h	SP.M.OS.SP	姨公父	姨公父 | 姨公 | 姨公公	配偶的旁係長輩	姨岳父 | 姨公		True	配偶的旁係長輩	姨岳父 | 姨公		True		姨岳父（候選命中：姨公）	可接受簡寫：姨岳父（候選命中：姨公）
405	274	h,m,xb	h,m,xb	SP.M.YB	舅公父	舅公父 | 舅公 | 舅公公	配偶的旁係長輩	舅岳父 | 舅公		True	配偶的旁係長輩	舅岳父 | 舅公		True		舅岳父（候選命中：舅公）	可接受簡寫：舅岳父（候選命中：舅公）
406	276	h,m,xb,w	h,m,xb,w	SP.M.YB.SP	舅婆母	舅婆母 | 舅婆 | 妗婆婆 | 舅婆婆	配偶的旁係長輩	舅岳母 | 舅婆		True	配偶的旁係長輩	舅岳母 | 舅婆		True		舅岳母（候選命中：舅婆）	可接受簡寫：舅岳母（候選命中：舅婆）
407	278	h,m,xs	h,m,xs	SP.M.YS	姨婆母	姨婆母 | 姨婆 | 姨婆婆	配偶的旁係長輩	姨岳母 | 姨婆		True	配偶的旁係長輩	姨岳母 | 姨婆		True		姨岳母（候選命中：姨婆）	可接受簡寫：姨岳母（候選命中：姨婆）
408	280	h,m,xs,h	h,m,xs,h	SP.M.YS.SP	姨公父	姨公父 | 姨公 | 姨公公	配偶的旁係長輩	姨岳父 | 姨公		True	配偶的旁係長輩	姨岳父 | 姨公		True		姨岳父（候選命中：姨公）	可接受簡寫：姨岳父（候選命中：姨公）
409	282 | 329 | 333	h,ob | w,ob | w,xb	h,ob | w,ob | w,xb	SP.OB	大伯子 | 大舅子 | 舅子	大伯子 | 大伯儿 | 大伯兄 | 伯子 | 伯仔 | 伯兄 | 阿伯 | 大伯爷 | 伯爷子 | 婿伯 | 大舅子 | 大舅哥 | 大舅佬 | 大阿舅 | 丈人兄 | 舅哥 | 舅子 | 舅佬 | 妻舅 | 老婆舅 | 阿舅 | 亲家舅 | 舅老倌	自己→配偶→兄	大舅子 | 大舅哥|舅子|大阿舅|舅哥|丈人兄|妻舅		True	自己→配偶→兄	大伯子		True		男：大舅子；女：大伯子	一致
410	288 | 339	h,xb,d | w,xb,d	h,xb,d | w,xb,d	SP.OB.D	叔侄女 | 舅侄女	叔侄女 | 舅侄女	自己→第1代晚輩(女係女)→配偶→兄弟姐妹→子	內姪女 | 舅姪女		True	自己→第1代晚輩(子係女)→配偶→兄弟姐妹→子	姪女 | 姪女兒|姪丫頭|姪閨女|姪囡|兄女		True		男：內姪女；女：姪女（候選命中：舅侄女）	已收編：男：內姪女；女：姪女（候選命中：舅侄女）
411	286 | 337	h,xb,s | w,xb,s	h,xb,s | w,xb,s	SP.OB.S	叔侄 | 舅侄	叔侄 | 舅侄	自己→第1代晚輩(女係男)→配偶→兄弟姐妹→子	內姪 | 舅姪		True	自己→第1代晚輩(子係男)→配偶→兄弟姐妹→子	姪		True		男：內姪；女：姪（候選命中：舅侄）	已收編：男：內姪；女：姪（候選命中：舅侄）
